Series Name,Series Code,Country Name,Country Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
GDP (current US$),NY.GDP.MKTP.CD,Mongolia,MNG,10409797649.3063,12292770631.1967,12582122604.1921,12226514722.0861,11619892396.0767,11181350461.4723,11480847745.3187,13178094459.4548,14206359006.8095,13312981594.573
GDP (current US$),NY.GDP.MKTP.CD,Montenegro,MNE,4544516982.18263,4087725812.66864,4464260488.58205,4587928884.17142,4052913385.82677,4374128318.58407,4844592066.71174,5504166666.66667,5542674317.06225,4769860740.74074
GDP (current US$),NY.GDP.MKTP.CD,Morocco,MAR,101370474295.109,98266306615.3632,106825649872.108,110081248587.369,101179808076.36,103311649248.024,109682728023.112,118096227400.092,119870439113.662,114725065285.149
GDP (current US$),NY.GDP.MKTP.CD,Mozambique,MOZ,14381552432.9494,16350804543.0515,16974320551.0213,17716084107.5888,15950969018.9458,11936999283.1791,13219084261.3664,14845870050.7092,15384701797.9863,14019446610.1963
GDP (current US$),NY.GDP.MKTP.CD,Myanmar,MMR,54118601974.7947,58318677644.9492,60572254371.4731,63264891867.054,63045306513.9323,60291738934.7783,61449391917.1299,67144726167.9303,68697761477.1818,79852046610.9676
GDP (current US$),NY.GDP.MKTP.CD,Namibia,NAM,12523402328.7671,13042007432.4489,12043276397.1652,12435416060.2791,11335179562.0211,10721994676.6562,12895153160.466,13682062249.2236,12496781719.7752,10619194505.3543
GDP (current US$),NY.GDP.MKTP.CD,Nauru,NRU,66055407.6703145,96927201.4848422,98491843.6441982,104654365.188653,86529661.3694983,99723394.9628767,109359680.217211,124021393.690412,118724073.809183,114626625.553023
GDP (current US$),NY.GDP.MKTP.CD,Nepal,NPL,21621710002.5111,21703106502.4926,22162208956.0893,22731602969.6861,24360795410.1597,24524098184.4236,28971589213.134,33111525182.7133,34186180694.9285,33657175561.329
GDP (current US$),NY.GDP.MKTP.CD,Netherlands,NLD,904085980796.018,838971306990.906,876923518850.405,890981311077.658,765264949780.999,783528181704.567,831809944960.879,913597086062.599,910194347568.626,913865395789.886
GDP (current US$),NY.GDP.MKTP.CD,New Caledonia,NCL,10351448025.3062,9659151908.65882,10151382876.8157,10635035550.0101,8738203041.54819,8724568970.67891,9173669999.5986,9846920284.01006,9438127994.09456,..
GDP (current US$),NY.GDP.MKTP.CD,New Zealand,NZL,168291357111.739,176206659722.524,190906575136.003,201313497220.917,178064471137.921,188943457301.474,206950600690.395,212225726657.864,212891048340.608,210700848973.509
GDP (current US$),NY.GDP.MKTP.CD,Nicaragua,NIC,9774262741.75783,10532006608.1447,10982979274.1922,11880434070.7811,12756706583.3113,13286083644.8761,13785876629.3189,13025239912.2751,12611218627.0632,12621505382.6062
GDP (current US$),NY.GDP.MKTP.CD,Niger,NER,8772951261.81807,9426913349.22319,10224897934.722,10862944203.5591,9683867893.68343,10398862244.9737,11185102399.5762,12808660528.0617,12916455161.1081,13741378450.136
GDP (current US$),NY.GDP.MKTP.CD,Nigeria,NGA,404993594133.582,455501524575.498,508692961937.492,546676374567.721,486803295097.89,404650006428.613,375746469538.666,397190484464.308,448120428858.769,432293776262.398
GDP (current US$),NY.GDP.MKTP.CD,North Macedonia,MKD,10494632699.3859,9745251126.0109,10817712138.9451,11362272837.8818,10064515432.0265,10672471860.7184,11307058382.3435,12683070061.4695,12606338448.547,12263710122.7645
GDP (current US$),NY.GDP.MKTP.CD,Northern Mariana Islands,MNP,729000000,746000000,772000000,832000000,910000000,1230000000,1560000000,1302000000,1182000000,..
GDP (current US$),NY.GDP.MKTP.CD,Norway,NOR,498283438454.281,509506317146.541,522761531914.894,498410050251.256,385801550067.169,368827142857.143,398393955268.99,436999692591.454,404941363636.364,362198318435.26
GDP (current US$),NY.GDP.MKTP.CD,Oman,OMN,77497529258.7776,87408842652.7958,89936020806.2419,92699089726.9181,78710793237.9714,75128738621.5865,80856697009.1027,91505851755.5267,88060858257.4772,73971391417.4252
GDP (current US$),NY.GDP.MKTP.CD,Pakistan,PAK,213587413183.996,224383620829.57,231218567178.979,244360888750.807,270556131701.171,278654637737.69,304567253219.097,314567541558.339,279056608888.638,262610002938.509
GDP (current US$),NY.GDP.MKTP.CD,Palau,PLW,196911100,212397800,221117200,241669800,280457700,298300000,285300000,284700000,274200000,257700000
GDP (current US$),NY.GDP.MKTP.CD,Panama,PAN,34686224301.1773,40429734384.2184,45599994004.8873,49921464365.3204,54091713775.5634,57907695408.9392,62202725204.4646,64929409212.4566,66984427150.321,53977036995.1729
GDP (current US$),NY.GDP.MKTP.CD,Papua New Guinea,PNG,17984910501.8979,21295659243.6168,21261432791.2675,23210682538.3928,21723531173.2409,20759069103.0961,22742613553.6879,24109509852.7402,24751344552.2057,24668899683.4299
GDP (current US$),NY.GDP.MKTP.CD,Paraguay,PRY,33756238766.5,33296438306.4747,38651334287.6732,40377987208.689,36211372702.8085,36089550659.0914,38997129473.5558,40225448340.6322,37906944074.6128,35670301496.1061
GDP (current US$),NY.GDP.MKTP.CD,Peru,PER,171761737046.585,192648999090.082,201175469114.327,200789362451.567,189805300841.603,191895943823.887,211007207483.515,222574697255.522,228470919605.669,202014363787.233
GDP (current US$),NY.GDP.MKTP.CD,Philippines,PHL,234216930369.373,261920509949.785,283902728259.788,297483247100.855,306446140627.933,318626761492.305,328480867143.204,346842094174.513,376823278560.849,361489325230.731
GDP (current US$),NY.GDP.MKTP.CD,Poland,POL,528301269069.799,498523568248.119,521016262734.924,542477096211.761,477811911394.084,472630364208.177,526508877305.321,587411745161.558,597280564671.563,596624355719.671
GDP (current US$),NY.GDP.MKTP.CD,Portugal,PRT,244797226567.109,216236608773.976,226369502104.236,229596170846.995,199313894327.486,206286022781.894,220811110492.149,242194788533.537,239986922638.902,228539245045.341
GDP (current US$),NY.GDP.MKTP.CD,Puerto Rico,PRI,100351700000,101564800000,102450000000,102445800000,103375500000,104336700000,103445526000,100925000000,104914600000,103138300000
GDP (current US$),NY.GDP.MKTP.CD,Qatar,QAT,167775268626.374,186833502362.637,198727642967.033,206224598571.429,161739955576.923,151732181868.132,161099122225.275,183334953818.681,176371267689.082,144411363345.27
GDP (current US$),NY.GDP.MKTP.CD,Romania,ROU,183326740143.016,170635805316.879,190801346194.297,199959363430.073,177729210874.504,188128818486.401,211695422578.655,241457403085.042,249881592298.072,248715551366.635
GDP (current US$),NY.GDP.MKTP.CD,Russian Federation,RUS,2045925608274.37,2208295773643.15,2292473246621.08,2059241965490.83,1363481063446.77,1276786979221.81,1574199387070.9,1657328865709.99,1687448525466.61,1483497784867.6
GDP (current US$),NY.GDP.MKTP.CD,Rwanda,RWA,6881038269.61727,7650300319.83,7815599502.65683,8241332516.54991,8539048447.78065,8690485823.14546,9253098954.27769,9640280084.19572,10355974217.3735,10333991455.5443
GDP (current US$),NY.GDP.MKTP.CD,Samoa,WSM,737147951.052999,760319276.013529,770059550.966038,756805940.214677,787958585.894736,799493884.324697,832025573.983795,821286927.535723,852007112.724637,807100820.648132
GDP (current US$),NY.GDP.MKTP.CD,San Marino,SMR,1813752783.96437,1604779647.95066,1678841811.66158,1673973694.69908,1419394771.21029,1468377272.13859,1528630707.49794,1655300872.53427,1616369645.99635,..
GDP (current US$),NY.GDP.MKTP.CD,Sao Tome and Principe,STP,231489270.144529,250680845.747837,300554483.611626,346528329.183227,316066072.343754,345495614.979982,375614126.193877,412253809.728799,427425039.684339,472914469.91933
GDP (current US$),NY.GDP.MKTP.CD,Saudi Arabia,SAU,671238840106.667,735974843360,746647127413.333,756350347333.333,654269902880,644935541440,688586244293.333,786521831573.333,792966838160,700117873253.333
GDP (current US$),NY.GDP.MKTP.CD,Senegal,SEN,17814284622.1718,17660871725.9977,18918668644.1941,19797254643.1212,17774766636.0459,19040312815.1337,20996564751.5994,23116699808.1723,23306213742.3602,24644234594.6566
GDP (current US$),NY.GDP.MKTP.CD,Serbia,SRB,49258136128.9672,43309252921.0567,48394239474.6762,47062206677.6539,39655958842.5478,40692643373.0327,44179055279.8887,50640650221.4622,51514222381.8428,53335016425.4148
GDP (current US$),NY.GDP.MKTP.CD,Seychelles,SYC,1065826669.89742,1060226125.62616,1328157608.83087,1343007845.04468,1377495054.04127,1426651768.82189,1528242026.36264,1547690759.44363,1582841058.89479,1059886363.63636
GDP (current US$),NY.GDP.MKTP.CD,Sierra Leone,SLE,2942546781.04548,3801862611.36414,4920343194.99339,5015157815.73406,4218723875.1379,3674794530.18956,3719369107.34992,4085114794.22324,4076578542.56207,4063289449.58795
GDP (current US$),NY.GDP.MKTP.CD,Singapore,SGP,279351168707.267,295087220933.024,307576360584.992,314851156183.411,308004146057.608,318763807455.664,343337750742.27,375981539145.907,374386306993.109,339998477929.985
GDP (current US$),NY.GDP.MKTP.CD,Sint Maarten (Dutch part),SXM,936089385.47486,985865921.787709,1022905027.93296,1245251396.64804,1253072625.69832,1263687150.83799,1191620111.73184,1185474860.3352,..,..
GDP (current US$),NY.GDP.MKTP.CD,Slovak Republic,SVK,99362720493.6429,94258572686.2287,98541305462.1038,100954719362.24,88601289843.0917,89614053143.7939,95157888666.9967,105561218935.334,105284375640.698,105172564491.569
GDP (current US$),NY.GDP.MKTP.CD,Slovenia,SVN,51516366654.8197,46580457470.2769,48401896808.3064,49930685013.4603,43090173394.6913,44736333522.4522,48469082710.3089,54137142149.4799,54178877605.9999,53589609580.7099
GDP (current US$),NY.GDP.MKTP.CD,Solomon Islands,SLB,1049952233.25874,1190994126.60431,1284698922.22785,1335538893.33315,1307061543.70981,1378551118.49224,1483758906.61054,1574599182.64697,1570093229.25588,1545888426.23031
GDP (current US$),NY.GDP.MKTP.CD,Somalia,SOM,..,..,4574495666.99486,5021956321.11861,5331761394.25501,5529873479.87153,5609000000,5850677295.69858,6476674591.87348,6965285324.52207
GDP (current US$),NY.GDP.MKTP.CD,South Africa,ZAF,458201514136.977,434400545085.811,400886013595.573,381198869776.106,346709790458.563,323585509674.481,381448814653.456,404842116738.074,387934574098.17,335442101366.417
GDP (current US$),NY.GDP.MKTP.CD,South Sudan,SSD,14907308932.7534,11931472169.4915,18426469016.9492,13962212847.4576,11997800760.2242,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Spain,ESP,1478772824224.03,1324820091194.67,1354757433212.72,1369398844599.58,1195119269971.52,1232076017361.53,1309297246509.31,1420300232663.59,1393046093137.25,1281484640043.58
GDP (current US$),NY.GDP.MKTP.CD,Sri Lanka,LKA,65292753005.4665,68434409315.1123,74317806538.3632,79356449840.5771,80604080688.5775,82401038709.5356,87428128123.7209,87963042340.8379,83990946939.4651,80676681933.978
GDP (current US$),NY.GDP.MKTP.CD,St. Kitts and Nevis,KNA,817759259.259259,800414814.814815,839770370.37037,916566666.666667,923155555.555555,1008888888.88889,1060740740.74074,1078518518.51852,1164814814.81481,980740740.740741
GDP (current US$),NY.GDP.MKTP.CD,St. Lucia,LCA,1576988407.40741,1605146777.77778,1664816740.74074,1755130814.81481,1808079888.88889,1865513444.44444,1996771444.44444,2065127259.25926,2118791555.55556,1616772740.74074
GDP (current US$),NY.GDP.MKTP.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,St. Vincent and the Grenadines,VCT,676129629.62963,692933333.333333,721207407.407407,727714814.814815,755400000,774429629.62963,792177777.777778,811300000,825040740.740741,807474074.074074
GDP (current US$),NY.GDP.MKTP.CD,Sudan,SDN,55018567210.5263,37632919966.6667,43024018082.1918,49516748617.9775,51726758676.7677,42630376000,41283617976.1905,30964349684.7059,26155799324.8663,21329109521.8077
GDP (current US$),NY.GDP.MKTP.CD,Suriname,SUR,4422276621.78703,4980000000,5145757575.75758,5240606060.60606,5126291450.81511,3317438910.83068,3591623596.03082,3996247906.19765,3984483762.37123,2884248048.49068
GDP (current US$),NY.GDP.MKTP.CD,Sweden,SWE,574094112972.733,552483727282.802,586841821796.891,581964017237.095,505103781349.757,515654671469.547,541018749769.097,555455371487.089,533879529188.454,541220059459.25
GDP (current US$),NY.GDP.MKTP.CD,Switzerland,CHE,722038242134.62,692109693986.886,712748124222.61,734396591036.932,702149580770.901,695600652899.283,704478516963.855,735539301552.674,731767398052.879,752248045730.11
GDP (current US$),NY.GDP.MKTP.CD,Syrian Arab Republic,SYR,64315437939.0108,42807315975.5342,20345458470.8427,21239000398.0826,16492072144.2125,12356980638.8143,16112991411.879,21490335085.8366,22777882165.1115,..
GDP (current US$),NY.GDP.MKTP.CD,Tajikistan,TJK,6522732202.50748,7633049792.09321,8448469837.53831,9112544556.05962,8271454300.59548,6992393787.40891,7536439875.08334,7765014424.33779,8300784856.87904,8194150301.78552
GDP (current US$),NY.GDP.MKTP.CD,Tanzania,TZA,34657139495.4031,39650530214.3287,45680532613.7591,49964788814.0926,47378599025.3044,49774021003.0748,53320625958.5628,57003713610.7625,61136873692.3985,62409709110.9538
GDP (current US$),NY.GDP.MKTP.CD,Thailand,THA,370819140946.553,397558222957.17,420333203150.426,407339454060.678,401296437424.995,413366150655.591,456356961443.497,506611070188.362,544263840039.166,501643653514.925
GDP (current US$),NY.GDP.MKTP.CD,Timor-Leste,TLS,1042411500,1160389500,1395519600,1447307100,1594410900,1650618500,1615609700,1583876200,2047931700,1902156800
GDP (current US$),NY.GDP.MKTP.CD,Togo,TGO,3872459249.74631,3873308389.30006,4321655656.33177,4574986536.90791,4180866177.03946,6031632168.17391,6395472574.41445,7112200725.00232,7220395247.7424,7574636978.66173
GDP (current US$),NY.GDP.MKTP.CD,Tonga,TON,414523388.461329,470714083.426751,450643615.180528,439878828.008608,437006227.162781,420540178.571429,460379144.989821,489235527.395387,512350059.421629,488829964.070819
GDP (current US$),NY.GDP.MKTP.CD,Trinidad and Tobago,TTO,25433011405.3017,25763220107.0051,27268478564.5547,27615843098.0949,24959858249.4433,22386264807.3174,22385426653.883,23679919654.9891,23208326547.5327,21588037504.9992
GDP (current US$),NY.GDP.MKTP.CD,Tunisia,TUN,48122838144.5183,47311196335.2884,48683848563.8515,50271342086.4222,45780069046.659,44360775649.1664,42163974956.4834,42570270107.1147,41804581484.3655,41620349986.3089
GDP (current US$),NY.GDP.MKTP.CD,Turkey,TUR,838762755164.179,880556375779.51,957783020853.031,938952628604.067,864316670330.882,869692960365.551,858996263095.858,778471901665.148,761004425605.414,719954821683.31
GDP (current US$),NY.GDP.MKTP.CD,Turkmenistan,TKM,29233333333.3333,35164210526.3158,39197543859.6491,43524210526.3158,35799714285.7143,36169428571.4286,37926285714.2857,40765428571.4286,45231428571.4286,..
GDP (current US$),NY.GDP.MKTP.CD,Turks and Caicos Islands,TCA,728789570,727161000,754238000,841070000,942070000,1032452000,1022365000,1113178000,1197415000,924583000
GDP (current US$),NY.GDP.MKTP.CD,Tuvalu,TUV,38711810.2114492,37671774.6945537,37509075.1110253,37290607.5356048,35492074.2243257,36547799.583705,40619251.9926426,42588164.9731022,47271463.3298575,48855550.2030142
GDP (current US$),NY.GDP.MKTP.CD,Uganda,UGA,27871725205.585,27305915761.2794,28915786996.5408,32612397758.4418,32387183844.6574,29203988814.8973,30744473911.5312,32927025573.4296,35353060634.2022,37600368180.9399
GDP (current US$),NY.GDP.MKTP.CD,Ukraine,UKR,169333048847.834,182592416468.527,190498811460.028,133503411375.739,91030959454.6961,93355993628.5042,112090530368.543,130891049796.879,153882982016.281,155498989149.587
GDP (current US$),NY.GDP.MKTP.CD,United Arab Emirates,ARE,350666031313.819,374590605854.323,390107556160.654,403137100068.074,358135057862.492,357045064669.843,385605506848.196,422215043594.282,417215559513.364,358868765174.924
GDP (current US$),NY.GDP.MKTP.CD,United Kingdom,GBR,2674891473843.81,2719158341005.79,2803291406029.93,3087165602962.86,2956573778737.76,2722851958486.23,2699016715111.39,2900791442554.06,2878673912414.44,2759804061837.07
GDP (current US$),NY.GDP.MKTP.CD,United States,USA,15542581104000,16197007349000,16784849196000,17527163695000,18238300569000,18745075687000,19542979183000,20611860934000,21433224697000,20953030000000
GDP (current US$),NY.GDP.MKTP.CD,Uruguay,URY,47962439303.7247,51264390116.4909,57531233350.9101,57236013086.1223,53274304222.136,57236652490.1699,64233966861.2518,64515038268.1373,61231149880.5857,53628827440.3582
GDP (current US$),NY.GDP.MKTP.CD,Uzbekistan,UZB,60178909297.208,67517349212.0609,73180036692.3255,80845384375.1236,86196265191.6645,86138288615.1218,62081323299.0324,52633143808.1824,59907674027.4676,59929951114.3598
GDP (current US$),NY.GDP.MKTP.CD,Vanuatu,VUT,770153304.153832,747839697.746593,758304466.245339,772315721.265827,730870581.672312,780889605.899977,880043553.748442,914727908.137793,934521604.602009,881547928.58381
GDP (current US$),NY.GDP.MKTP.CD,"Venezuela, RB",VEN,316482190800.364,381286237847.667,371005379786.566,482359318767.703,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Vietnam,VNM,135539438559.709,155820001920.492,171222025117.381,186204652922.262,193241108709.536,205276172134.901,223779865815.183,245213686369.157,261921244843.172,271158442448.537
GDP (current US$),NY.GDP.MKTP.CD,Virgin Islands (U.S.),VIR,4223000000,4089000000,3738000000,3565000000,3663000000,3798000000,3794000000,3900000000,4068000000,..
GDP (current US$),NY.GDP.MKTP.CD,West Bank and Gaza,PSE,11186100000,12208400000,13515500000,13989700000,13972400000,15405400000,16128000000,16276600000,17133500000,15561300000
GDP (current US$),NY.GDP.MKTP.CD,"Yemen, Rep.",YEM,32726417212.348,35401341663.0425,40415235701.9871,43228585321.3272,42445102386.6049,31317365269.4611,26840128755.3648,21606140907.4454,..,..
GDP (current US$),NY.GDP.MKTP.CD,Zambia,ZMB,23459515275.5776,25503060420.026,28037239462.7142,27141023558.0829,21251216798.7762,20958412538.3093,25873601260.8353,26311590296.7021,23308667781.2258,18110631358.3114
GDP (current US$),NY.GDP.MKTP.CD,Zimbabwe,ZWE,14101920300,17114849900,19091020000,19495519600,19963120600,20548678100,17584890936.6523,18115543790.7855,19284289739.0517,18051170798.941
GDP (current US$),NY.GDP.MKTP.CD,European Union,EUU,15741789992629.5,14636917145741.3,15296013552373.2,15634241267477.3,13547247755711.5,13885155820999.3,14734764528614.8,15971540026258.9,15689357247344.5,15291934754441.6
